frame,class,x1,y1,x2,y2,confidence
1,person,tensor(326.4726),tensor(495.3363),tensor(364.1439),tensor(570.0075),tensor(0.7937)
1,person,tensor(1276.7509),tensor(393.0660),tensor(1308.4103),tensor(463.8164),tensor(0.7875)
1,person,tensor(222.1838),tensor(513.3112),tensor(256.0189),tensor(595.1781),tensor(0.7818)
1,person,tensor(127.8812),tensor(970.6912),tensor(168.2781),tensor(1079.4738),tensor(0.7774)
1,person,tensor(1228.4814),tensor(432.1544),tensor(1264.1669),tensor(501.7386),tensor(0.7698)
1,person,tensor(591.0994),tensor(589.0695),tensor(631.5176),tensor(672.9591),tensor(0.7651)
1,person,tensor(1850.0527),tensor(808.0115),tensor(1894.1998),tensor(920.4902),tensor(0.7592)
1,person,tensor(375.3384),tensor(306.0730),tensor(400.7633),tensor(366.3679),tensor(0.7537)
1,person,tensor(1157.9642),tensor(356.2255),tensor(1187.3988),tensor(412.3432),tensor(0.7353)
1,person,tensor(775.2220),tensor(416.4857),tensor(805.7922),tensor(492.3484),tensor(0.7169)
1,person,tensor(776.3842),tensor(367.5857),tensor(802.8856),tensor(426.7323),tensor(0.6361)
1,person,tensor(1123.6688),tensor(707.4110),tensor(1178.2731),tensor(793.2124),tensor(0.6227)
1,sports ball,tensor(1186.3608),tensor(849.4365),tensor(1204.5959),tensor(866.3232),tensor(0.6006)
1,person,tensor(1151.1256),tensor(728.4542),tensor(1198.7480),tensor(796.4349),tensor(0.4955)
1,person,tensor(1033.4393),tensor(931.5905),tensor(1075.2247),tensor(1052.2332),tensor(0.4539)
2,person,tensor(535.4803),tensor(687.6166),tensor(580.),tensor(786.0651),tensor(0.8572)
2,person,tensor(359.3653),tensor(723.8785),tensor(397.7364),tensor(825.9278),tensor(0.8450)
2,person,tensor(1369.1654),tensor(814.9680),tensor(1439.8386),tensor(903.8113),tensor(0.8432)
2,person,tensor(997.2647),tensor(454.2801),tensor(1028.5779),tensor(525.9489),tensor(0.8403)
2,person,tensor(1575.3417),tensor(613.5024),tensor(1617.4006),tensor(695.6506),tensor(0.8400)
2,person,tensor(1309.3661),tensor(447.1960),tensor(1354.7067),tensor(517.4041),tensor(0.8313)
2,person,tensor(327.6583),tensor(494.3023),tensor(365.5999),tensor(569.6064),tensor(0.8180)
2,person,tensor(596.3033),tensor(590.6827),tensor(637.3519),tensor(672.7304),tensor(0.8167)
2,person,tensor(1280.1471),tensor(394.2538),tensor(1309.7424),tensor(463.1975),tensor(0.8047)
2,person,tensor(861.2421),tensor(638.1306),tensor(905.3718),tensor(724.8593),tensor(0.7996)
2,person,tensor(873.8423),tensor(361.1570),tensor(905.8397),tensor(422.7330),tensor(0.7953)
2,person,tensor(1229.3309),tensor(431.2097),tensor(1266.8058),tensor(501.4374),tensor(0.7874)
2,person,tensor(222.9438),tensor(513.4641),tensor(256.8102),tensor(594.3732),tensor(0.7871)
2,person,tensor(127.6791),tensor(970.5439),tensor(168.3571),tensor(1079.5481),tensor(0.7796)
2,person,tensor(1850.6375),tensor(808.2713),tensor(1893.7859),tensor(920.3198),tensor(0.7666)
2,person,tensor(375.0157),tensor(306.0342),tensor(400.6277),tensor(366.4360),tensor(0.7491)
2,person,tensor(775.6124),tensor(417.3488),tensor(805.7772),tensor(492.3203),tensor(0.7175)
2,person,tensor(1165.0756),tensor(356.2482),tensor(1189.9922),tensor(412.1514),tensor(0.7078)
2,person,tensor(776.0081),tensor(367.7451),tensor(802.3220),tensor(427.2785),tensor(0.6506)
2,person,tensor(1037.0302),tensor(930.5892),tensor(1076.2815),tensor(1009.6805),tensor(0.5972)
2,person,tensor(1157.6965),tensor(722.5707),tensor(1205.1282),tensor(796.8505),tensor(0.5650)
2,person,tensor(1123.8524),tensor(706.8580),tensor(1181.0421),tensor(792.8365),tensor(0.5304)
3,person,tensor(536.6774),tensor(688.5511),tensor(579.5332),tensor(785.5569),tensor(0.8763)
3,person,tensor(358.9829),tensor(724.6945),tensor(397.8770),tensor(829.4908),tensor(0.8480)
3,person,tensor(997.1465),tensor(455.3242),tensor(1030.8256),tensor(526.8018),tensor(0.8427)
3,person,tensor(1579.8530),tensor(612.6940),tensor(1619.9432),tensor(701.3350),tensor(0.8379)
3,person,tensor(331.2648),tensor(494.2836),tensor(365.9301),tensor(569.4813),tensor(0.8221)
3,person,tensor(601.1574),tensor(590.6027),tensor(639.4415),tensor(672.1128),tensor(0.8048)
3,person,tensor(878.6157),tensor(360.4087),tensor(907.3168),tensor(422.3687),tensor(0.8031)
3,person,tensor(223.8994),tensor(514.2409),tensor(257.7227),tensor(594.9205),tensor(0.7969)
3,person,tensor(1231.4911),tensor(431.6715),tensor(1269.0579),tensor(501.4465),tensor(0.7841)
3,person,tensor(127.5933),tensor(970.6317),tensor(168.1993),tensor(1079.5233),tensor(0.7803)
3,person,tensor(1373.0431),tensor(816.1978),tensor(1430.1199),tensor(905.4604),tensor(0.7791)
3,person,tensor(870.5579),tensor(641.2607),tensor(909.7322),tensor(723.9904),tensor(0.7759)
3,person,tensor(1280.5298),tensor(394.4716),tensor(1312.7142),tensor(462.1168),tensor(0.7720)
3,person,tensor(1311.0356),tensor(449.3062),tensor(1357.5038),tensor(517.0631),tensor(0.7711)
3,person,tensor(374.6072),tensor(306.2542),tensor(400.5175),tensor(367.6030),tensor(0.7593)
3,person,tensor(1850.2080),tensor(807.7543),tensor(1893.5330),tensor(920.3892),tensor(0.7533)
3,person,tensor(1123.7279),tensor(706.4592),tensor(1188.7421),tensor(793.3546),tensor(0.7354)
3,person,tensor(1170.3334),tensor(354.7098),tensor(1194.0463),tensor(411.2581),tensor(0.7348)
3,person,tensor(775.4825),tensor(417.3207),tensor(805.9752),tensor(493.4109),tensor(0.7140)
3,person,tensor(1162.4982),tensor(726.9608),tensor(1209.0762),tensor(796.9968),tensor(0.6717)
3,person,tensor(775.3360),tensor(368.0065),tensor(802.1789),tensor(427.3922),tensor(0.6643)
3,person,tensor(1038.0710),tensor(930.7316),tensor(1077.7906),tensor(1007.3502),tensor(0.6022)
3,sports ball,tensor(1199.9478),tensor(858.9657),tensor(1215.2155),tensor(873.6310),tensor(0.5701)
4,person,tensor(357.8226),tensor(726.0778),tensor(397.3671),tensor(831.7205),tensor(0.8635)
4,person,tensor(536.3725),tensor(688.5899),tensor(580.0104),tensor(786.0141),tensor(0.8599)
4,person,tensor(1000.1816),tensor(455.5789),tensor(1031.1150),tensor(528.2933),tensor(0.8348)
4,person,tensor(1584.2124),tensor(614.6241),tensor(1622.3767),tensor(707.3889),tensor(0.8316)
4,person,tensor(332.7195),tensor(493.6989),tensor(366.0488),tensor(569.1828),tensor(0.8189)
4,person,tensor(603.3206),tensor(589.6541),tensor(643.2810),tensor(672.7301),tensor(0.8122)
4,person,tensor(1313.3610),tensor(448.3593),tensor(1359.9467),tensor(516.9758),tensor(0.8091)
4,person,tensor(224.3283),tensor(515.1135),tensor(257.7337),tensor(594.7968),tensor(0.8089)
4,person,tensor(1371.0938),tensor(816.5175),tensor(1419.0935),tensor(906.2761),tensor(0.8084)
4,person,tensor(880.6230),tensor(641.4998),tensor(916.1125),tensor(723.5744),tensor(0.8019)
4,person,tensor(126.7946),tensor(970.5947),tensor(167.4253),tensor(1079.7068),tensor(0.7925)
4,person,tensor(1233.5109),tensor(433.0750),tensor(1269.4866),tensor(501.3591),tensor(0.7758)
4,person,tensor(1280.6647),tensor(393.9651),tensor(1315.6591),tensor(463.9201),tensor(0.7755)
4,person,tensor(882.4779),tensor(359.2882),tensor(908.3053),tensor(422.3989),tensor(0.7738)
4,person,tensor(1169.5382),tensor(355.0239),tensor(1197.1381),tensor(412.2278),tensor(0.7591)
4,person,tensor(1850.4291),tensor(807.8364),tensor(1892.6627),tensor(920.6647),tensor(0.7557)
4,person,tensor(373.8008),tensor(306.5841),tensor(399.3637),tensor(366.7091),tensor(0.7461)
4,person,tensor(1123.9377),tensor(707.4091),tensor(1197.4041),tensor(793.5397),tensor(0.7243)
4,person,tensor(774.8060),tensor(422.1808),tensor(805.8968),tensor(495.3297),tensor(0.7064)
4,person,tensor(774.6086),tensor(369.0182),tensor(800.8400),tensor(429.3366),tensor(0.6899)
4,person,tensor(1097.5944),tensor(306.6304),tensor(1118.9177),tensor(360.3720),tensor(0.6461)
4,person,tensor(1039.5485),tensor(930.1296),tensor(1077.9237),tensor(1006.9061),tensor(0.6431)
4,person,tensor(1158.3436),tensor(728.4822),tensor(1210.4601),tensor(796.5707),tensor(0.5753)
4,sports ball,tensor(1204.7626),tensor(862.8608),tensor(1220.6045),tensor(879.0294),tensor(0.5615)
4,person,tensor(691.5980),tensor(994.2420),tensor(734.6661),tensor(1078.2167),tensor(0.4578)
5,person,tensor(537.9752),tensor(688.8826),tensor(578.6880),tensor(786.0707),tensor(0.8726)
5,person,tensor(357.8389),tensor(729.7747),tensor(397.2874),tensor(834.2463),tensor(0.8701)
5,person,tensor(1001.1949),tensor(457.7057),tensor(1031.2789),tensor(528.1578),tensor(0.8441)
5,person,tensor(608.3809),tensor(590.7858),tensor(646.1841),tensor(675.0710),tensor(0.8432)
5,person,tensor(1587.6112),tensor(616.3196),tensor(1625.2599),tensor(711.4973),tensor(0.8375)
5,person,tensor(890.4786),tensor(639.8049),tensor(923.0697),tensor(723.7526),tensor(0.8282)
5,person,tensor(1237.2588),tensor(433.4191),tensor(1271.3842),tensor(501.2950),tensor(0.8161)
5,person,tensor(225.4003),tensor(515.7397),tensor(258.8562),tensor(594.0471),tensor(0.8128)
5,person,tensor(336.3212),tensor(494.0397),tensor(366.4917),tensor(569.5236),tensor(0.7988)
5,person,tensor(1281.4255),tensor(395.8773),tensor(1317.2610),tensor(465.1749),tensor(0.7929)
5,person,tensor(886.9233),tensor(358.7088),tensor(910.7173),tensor(422.8895),tensor(0.7841)
5,person,tensor(126.2501),tensor(970.7205),tensor(167.5865),tensor(1079.9974),tensor(0.7838)
5,person,tensor(1851.4589),tensor(808.1737),tensor(1892.4467),tensor(918.5949),tensor(0.7672)
5,person,tensor(1170.9789),tensor(353.8820),tensor(1200.3224),tensor(414.2312),tensor(0.7557)
5,person,tensor(1364.6763),tensor(820.2400),tensor(1408.3578),tensor(907.1503),tensor(0.7352)
5,person,tensor(1324.9303),tensor(447.9424),tensor(1364.3448),tensor(517.5590),tensor(0.7274)
5,person,tensor(373.0052),tensor(306.3189),tensor(398.7203),tensor(367.1027),tensor(0.7088)
5,person,tensor(1097.7339),tensor(308.6048),tensor(1119.3275),tensor(360.4926),tensor(0.7061)
5,person,tensor(774.0923),tensor(369.8718),tensor(800.4725),tensor(430.8036),tensor(0.6993)
5,person,tensor(774.9086),tensor(423.1719),tensor(805.9523),tensor(496.0670),tensor(0.6663)
5,person,tensor(1131.1816),tensor(706.9126),tensor(1209.0944),tensor(789.4717),tensor(0.6010)
5,person,tensor(1040.8738),tensor(929.9262),tensor(1081.0360),tensor(1007.9855),tensor(0.5983)
5,person,tensor(1165.9347),tensor(726.9529),tensor(1215.2084),tensor(796.7838),tensor(0.4575)
6,person,tensor(539.2696),tensor(689.7677),tensor(577.8671),tensor(785.9909),tensor(0.8822)
6,person,tensor(357.7895),tensor(731.9871),tensor(397.5357),tensor(837.2092),tensor(0.8743)
6,person,tensor(611.6735),tensor(590.8616),tensor(650.9630),tensor(679.0131),tensor(0.8502)
6,person,tensor(1591.2037),tensor(618.4446),tensor(1631.5247),tensor(714.2512),tensor(0.8479)
6,person,tensor(1004.3291),tensor(459.4314),tensor(1031.4613),tensor(529.2784),tensor(0.8449)
6,person,tensor(893.2742),tensor(636.6638),tensor(933.5245),tensor(724.3032),tensor(0.8188)
6,person,tensor(226.1798),tensor(516.0854),tensor(259.9006),tensor(597.0883),tensor(0.8132)
6,person,tensor(1343.0415),tensor(823.1342),tensor(1408.2197),tensor(908.8239),tensor(0.8081)
6,person,tensor(338.9451),tensor(493.4798),tensor(369.2432),tensor(569.4612),tensor(0.8033)
6,person,tensor(1282.3752),tensor(395.3459),tensor(1318.4401),tensor(465.9757),tensor(0.7997)
6,person,tensor(1240.8612),tensor(433.5843),tensor(1273.9070),tensor(501.6831),tensor(0.7921)
6,person,tensor(125.9853),tensor(970.5599),tensor(167.9901),tensor(1079.9221),tensor(0.7760)
6,person,tensor(889.2977),tensor(360.1934),tensor(913.2951),tensor(423.4698),tensor(0.7736)
6,person,tensor(1329.6486),tensor(449.1031),tensor(1366.9795),tensor(516.2566),tensor(0.7701)
6,person,tensor(1173.6575),tensor(353.7047),tensor(1203.6740),tensor(413.5138),tensor(0.7691)
6,person,tensor(1850.4728),tensor(807.8699),tensor(1892.3809),tensor(918.8890),tensor(0.7639)
6,person,tensor(373.8539),tensor(306.5215),tensor(398.6056),tensor(367.7596),tensor(0.7042)
6,person,tensor(1042.0956),tensor(929.9152),tensor(1081.4146),tensor(1010.2874),tensor(0.6944)
6,person,tensor(1098.2314),tensor(309.0613),tensor(1120.1400),tensor(360.4631),tensor(0.6916)
6,person,tensor(773.4148),tensor(369.7586),tensor(799.6538),tensor(430.3486),tensor(0.6895)
6,person,tensor(777.4493),tensor(424.5506),tensor(805.1865),tensor(496.4115),tensor(0.6386)
6,person,tensor(1145.0485),tensor(706.0779),tensor(1229.5948),tensor(798.4832),tensor(0.5651)
7,person,tensor(540.4005),tensor(689.8083),tensor(578.0780),tensor(785.8827),tensor(0.8812)
7,person,tensor(357.0029),tensor(732.8806),tensor(397.4342),tensor(838.6190),tensor(0.8678)
7,person,tensor(617.2670),tensor(592.7197),tensor(658.2414),tensor(679.2263),tensor(0.8558)
7,person,tensor(1596.4054),tensor(621.8992),tensor(1633.3231),tensor(718.1016),tensor(0.8507)
7,person,tensor(1006.2390),tensor(459.9226),tensor(1032.8815),tensor(529.8657),tensor(0.8252)
7,person,tensor(896.5602),tensor(637.3125),tensor(944.3945),tensor(725.1539),tensor(0.8198)
7,person,tensor(339.1767),tensor(493.4282),tensor(373.9012),tensor(569.5080),tensor(0.8142)
7,person,tensor(228.3287),tensor(516.5303),tensor(259.9203),tensor(596.6580),tensor(0.8130)
7,person,tensor(1284.3956),tensor(395.9312),tensor(1320.3182),tensor(467.2925),tensor(0.8088)
7,person,tensor(1333.9453),tensor(449.0114),tensor(1371.5270),tensor(517.1302),tensor(0.8042)
7,person,tensor(1245.3007),tensor(432.4322),tensor(1275.5226),tensor(501.9585),tensor(0.7990)
7,person,tensor(1335.7928),tensor(825.1161),tensor(1408.0525),tensor(916.4949),tensor(0.7929)
7,person,tensor(892.0607),tensor(359.5436),tensor(915.0637),tensor(424.4435),tensor(0.7846)
7,person,tensor(1850.5631),tensor(807.8655),tensor(1892.6547),tensor(919.0543),tensor(0.7783)
7,person,tensor(125.8827),tensor(970.5665),tensor(168.1501),tensor(1079.8700),tensor(0.7759)
7,person,tensor(1176.6655),tensor(354.4501),tensor(1207.9945),tensor(414.1178),tensor(0.7688)
7,person,tensor(374.1646),tensor(306.5680),tensor(399.0432),tensor(367.3882),tensor(0.7213)
7,person,tensor(1098.1333),tensor(310.1281),tensor(1121.0146),tensor(360.6198),tensor(0.7024)
7,person,tensor(1045.9995),tensor(929.8980),tensor(1083.7617),tensor(1011.6909),tensor(0.6911)
7,person,tensor(778.3718),tensor(420.8405),tensor(805.4176),tensor(496.9669),tensor(0.6851)
7,person,tensor(773.5708),tensor(370.2865),tensor(799.5645),tensor(429.2106),tensor(0.6645)
7,person,tensor(1156.2838),tensor(707.9562),tensor(1238.7653),tensor(798.7293),tensor(0.5881)
7,sports ball,tensor(1220.5836),tensor(877.2149),tensor(1237.0089),tensor(892.2358),tensor(0.4338)
7,person,tensor(314.6877),tensor(227.1664),tensor(331.9251),tensor(272.0116),tensor(0.4166)
8,person,tensor(540.8590),tensor(690.8447),tensor(578.1954),tensor(784.9152),tensor(0.8871)
8,person,tensor(355.2883),tensor(733.4626),tensor(397.3178),tensor(839.2505),tensor(0.8635)
8,person,tensor(1318.4821),tensor(826.6106),tensor(1402.5011),tensor(920.9780),tensor(0.8632)
8,person,tensor(621.5629),tensor(595.6678),tensor(661.2975),tensor(681.1940),tensor(0.8560)
8,person,tensor(1009.1567),tensor(461.5269),tensor(1035.2198),tensor(529.4557),tensor(0.8379)
8,person,tensor(1599.7368),tensor(625.4501),tensor(1637.7122),tensor(718.1348),tensor(0.8304)
8,person,tensor(901.2108),tensor(637.1962),tensor(954.3324),tensor(729.4182),tensor(0.8290)
8,person,tensor(337.1304),tensor(493.2003),tensor(376.9858),tensor(572.0662),tensor(0.8267)
8,person,tensor(1285.5267),tensor(395.8767),tensor(1321.1177),tensor(467.0397),tensor(0.8143)
8,person,tensor(229.5770),tensor(516.8242),tensor(260.4451),tensor(595.8394),tensor(0.8137)
8,person,tensor(1335.9341),tensor(445.2560),tensor(1376.2438),tensor(517.4601),tensor(0.7971)
8,person,tensor(893.4269),tensor(360.2330),tensor(918.5422),tensor(425.6346),tensor(0.7951)
8,person,tensor(1245.3099),tensor(433.8394),tensor(1277.7881),tensor(502.6742),tensor(0.7946)
8,person,tensor(1850.6594),tensor(807.9963),tensor(1892.7784),tensor(918.8059),tensor(0.7864)
8,person,tensor(1165.8918),tensor(708.0690),tensor(1249.6211),tensor(808.6653),tensor(0.7803)
8,person,tensor(125.9900),tensor(970.5685),tensor(168.0560),tensor(1079.8717),tensor(0.7674)
8,person,tensor(1178.7877),tensor(354.3372),tensor(1210.1859),tensor(416.0795),tensor(0.7563)
8,person,tensor(1100.2230),tensor(310.9627),tensor(1122.9003),tensor(360.3924),tensor(0.7382)
8,person,tensor(374.2316),tensor(306.3866),tensor(398.5654),tensor(367.2278),tensor(0.7054)
8,person,tensor(778.3138),tensor(420.6433),tensor(805.7393),tensor(496.8092),tensor(0.6885)
8,person,tensor(1047.8937),tensor(929.6786),tensor(1085.1021),tensor(1011.6286),tensor(0.6787)
8,person,tensor(773.5660),tensor(370.3064),tensor(799.8578),tensor(429.5616),tensor(0.6683)
8,sports ball,tensor(1224.6768),tensor(881.5309),tensor(1239.6229),tensor(896.9718),tensor(0.6614)
8,person,tensor(314.5285),tensor(226.0941),tensor(332.4661),tensor(270.9677),tensor(0.4268)
9,person,tensor(540.9018),tensor(691.4361),tensor(578.4842),tensor(785.2256),tensor(0.8893)
9,person,tensor(354.8328),tensor(735.7143),tensor(397.5824),tensor(841.5244),tensor(0.8664)
9,person,tensor(905.6629),tensor(640.8975),tensor(973.6404),tensor(731.6628),tensor(0.8565)
9,person,tensor(1010.8516),tensor(461.2587),tensor(1036.1362),tensor(529.2117),tensor(0.8360)
9,person,tensor(337.0541),tensor(494.5782),tensor(381.0962),tensor(572.4255),tensor(0.8332)
9,person,tensor(630.0764),tensor(597.1802),tensor(663.0610),tensor(680.8726),tensor(0.8317)
9,person,tensor(1603.0686),tensor(629.5099),tensor(1643.4001),tensor(718.2232),tensor(0.8052)
9,person,tensor(1337.8495),tensor(444.8343),tensor(1378.9915),tensor(519.4608),tensor(0.8049)
9,person,tensor(230.0708),tensor(516.7407),tensor(261.0303),tensor(596.2094),tensor(0.8038)
9,person,tensor(1246.4568),tensor(434.2052),tensor(1279.7576),tensor(504.2702),tensor(0.7980)
9,person,tensor(1850.3379),tensor(808.0844),tensor(1893.9580),tensor(919.0615),tensor(0.7815)
9,person,tensor(893.0673),tensor(362.1426),tensor(922.8619),tensor(426.3672),tensor(0.7764)
9,person,tensor(1287.1166),tensor(396.6043),tensor(1321.8480),tensor(467.3990),tensor(0.7736)
9,person,tensor(1316.6426),tensor(829.3083),tensor(1391.9150),tensor(923.2766),tensor(0.7719)
9,person,tensor(125.7393),tensor(970.6727),tensor(167.8837),tensor(1080.),tensor(0.7674)
9,person,tensor(1099.9712),tensor(312.0443),tensor(1123.6663),tensor(360.3199),tensor(0.7081)
9,person,tensor(373.9171),tensor(306.6961),tensor(398.8793),tensor(367.8851),tensor(0.7036)
9,person,tensor(1048.5950),tensor(929.7495),tensor(1086.5333),tensor(1011.5515),tensor(0.6955)
9,person,tensor(1183.4792),tensor(356.1634),tensor(1212.0529),tensor(413.7257),tensor(0.6941)
9,person,tensor(773.6547),tensor(370.3250),tensor(799.9889),tensor(432.2997),tensor(0.6745)
9,person,tensor(778.1019),tensor(421.1608),tensor(806.2509),tensor(497.3091),tensor(0.6651)
9,sports ball,tensor(1229.4113),tensor(886.5953),tensor(1245.1887),tensor(901.9476),tensor(0.6471)
9,person,tensor(1167.0518),tensor(706.0184),tensor(1252.9495),tensor(812.7056),tensor(0.5827)
9,person,tensor(314.4125),tensor(226.0556),tensor(332.4132),tensor(270.7651),tensor(0.4094)
9,person,tensor(953.8304),tensor(222.6237),tensor(977.0453),tensor(277.0317),tensor(0.4033)
10,person,tensor(540.1804),tensor(691.5989),tensor(580.1815),tensor(788.8938),tensor(0.8691)
10,person,tensor(353.2567),tensor(736.6469),tensor(397.2932),tensor(842.4690),tensor(0.8621)
10,person,tensor(1012.1863),tensor(460.9189),tensor(1039.5364),tensor(529.3054),tensor(0.8406)
10,person,tensor(912.2498),tensor(642.6309),tensor(981.7046),tensor(731.7772),tensor(0.8393)
10,person,tensor(338.3228),tensor(495.7487),tensor(383.4449),tensor(571.5712),tensor(0.8339)
10,person,tensor(1605.9258),tensor(631.1455),tensor(1647.3977),tensor(718.1424),tensor(0.8289)
10,person,tensor(637.6962),tensor(600.0028),tensor(667.1436),tensor(680.8565),tensor(0.8220)
10,person,tensor(1247.0790),tensor(432.7991),tensor(1282.0496),tensor(505.0119),tensor(0.8112)
10,person,tensor(1340.1162),tensor(444.8048),tensor(1380.8792),tensor(519.6724),tensor(0.8093)
10,person,tensor(231.8594),tensor(516.9957),tensor(262.3614),tensor(596.4569),tensor(0.8025)
10,person,tensor(894.7145),tensor(363.2466),tensor(926.0468),tensor(427.1874),tensor(0.7974)
10,person,tensor(1850.4280),tensor(808.2572),tensor(1894.7908),tensor(919.3191),tensor(0.7872)
10,person,tensor(125.6811),tensor(970.5471),tensor(167.9731),tensor(1080.),tensor(0.7777)
10,person,tensor(1288.2667),tensor(397.3629),tensor(1323.3729),tensor(468.5274),tensor(0.7527)
10,person,tensor(1101.0178),tensor(311.0491),tensor(1124.6986),tensor(359.7264),tensor(0.7451)
10,person,tensor(374.1491),tensor(307.5364),tensor(399.1289),tensor(367.1680),tensor(0.7148)
10,person,tensor(1051.3236),tensor(930.1313),tensor(1087.8557),tensor(1009.8342),tensor(0.7093)
10,person,tensor(1316.1428),tensor(829.2482),tensor(1371.9845),tensor(926.2191),tensor(0.6939)
10,person,tensor(779.0874),tensor(418.7443),tensor(806.6847),tensor(497.2207),tensor(0.6746)
10,person,tensor(774.8095),tensor(370.1853),tensor(800.0374),tensor(430.5801),tensor(0.6527)
10,person,tensor(1189.7682),tensor(357.7562),tensor(1214.4105),tensor(413.6190),tensor(0.5546)
10,person,tensor(954.9045),tensor(221.4867),tensor(976.4608),tensor(276.8936),tensor(0.4421)
11,person,tensor(539.9092),tensor(692.5363),tensor(580.7277),tensor(789.5796),tensor(0.8652)
11,person,tensor(352.0811),tensor(738.1931),tensor(397.1360),tensor(842.5225),tensor(0.8564)
11,person,tensor(338.5175),tensor(496.1694),tensor(384.7423),tensor(571.9926),tensor(0.8419)
11,person,tensor(1013.6027),tensor(461.8640),tensor(1040.6566),tensor(530.2728),tensor(0.8390)
11,person,tensor(1342.1569),tensor(445.7357),tensor(1384.0948),tensor(518.6130),tensor(0.8292)
11,person,tensor(1310.9595),tensor(831.9009),tensor(1359.1022),tensor(925.9641),tensor(0.8246)
11,person,tensor(1608.3805),tensor(633.6144),tensor(1649.0138),tensor(718.0167),tensor(0.8230)
11,person,tensor(644.4782),tensor(600.2832),tensor(672.5468),tensor(681.2594),tensor(0.8174)
11,person,tensor(1247.0894),tensor(434.1440),tensor(1284.7798),tensor(504.9007),tensor(0.8144)
11,person,tensor(232.0335),tensor(517.4872),tensor(262.8444),tensor(596.2220),tensor(0.8071)
11,person,tensor(1849.9200),tensor(808.3103),tensor(1896.1791),tensor(919.5626),tensor(0.8013)
11,person,tensor(125.7396),tensor(970.4592),tensor(167.7752),tensor(1079.9155),tensor(0.7820)
11,person,tensor(894.3527),tensor(364.8940),tensor(928.1173),tensor(427.6754),tensor(0.7771)
11,person,tensor(1291.4181),tensor(398.7044),tensor(1323.9430),tensor(469.2664),tensor(0.7530)
11,person,tensor(373.8901),tensor(308.5250),tensor(399.4214),tensor(369.4114),tensor(0.7369)
11,person,tensor(931.6820),tensor(646.0957),tensor(990.9554),tensor(735.8411),tensor(0.7219)
11,person,tensor(779.4294),tensor(418.3140),tensor(807.8833),tensor(497.2858),tensor(0.7028)
